Sample,Interpretation,Type,Coordination,Class,Formula,Standard,Ox state,Temp [K],HWHM [mm/s],IS [mm/s],IS error [mm/s],QS [mm/s],QS error [mm/s],Qshift [mm/s],Calculated,Bhf [T],Bhf error [T],Site,Nsites,RA [%],Model,SampleID,Title,Author,Date,Publication type,doi,URL
Ulvöspinel,Ulvöspinel,Mineral,,,,,,295,,1.07,,1.85,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Columbite,Columbite,Mineral,,,,,,295,,1.15,,1.55,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Siderite,Siderite,Mineral,,,,,,295,,1.22,,1.8,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Ankerite,Ankerite,Mineral,,,,,,295,,1.23,,1.5,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Szomolnokite,Szomolnokite,Mineral,,,,,,295,,1.28,,2.75,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Szomolnokite,Szomolnokite,Mineral,,,,,,295,,0.65,,0.35,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Römerite,Römerite,Mineral,,,,,,295,,1.29,,3.3,,,,,,1,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Römerite,Römerite,Mineral,,,,,,295,,1.27,,2.76,,,,,,2,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Römerite,Römerite,Mineral,,,,,,295,,0.39,,0.35,,,,,,3,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Römerite,Römerite,Mineral,,,,,,295,,0.13,,0.49,,,,,,4,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Melanterite,Melanterite,Mineral,,,,,,295,,1.25,,2.86,,,,,,1,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Melanterite,Melanterite,Mineral,,,,,,295,,1.27,,3.5,,,,,,2,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Melanterite,Melanterite,Mineral,,,,,,295,,0.46,,0.67,,,,,,3,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Melanterite,Melanterite,Mineral,,,,,,295,,0.18,,0.46,,,,,,4,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Halotrichite,Halotrichite,Mineral,,,,,,295,,1.28,,2.73,,,,,,1,5,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Halotrichite,Halotrichite,Mineral,,,,,,295,,1.3,,3.35,,,,,,2,5,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Halotrichite,Halotrichite,Mineral,,,,,,295,,1.32,,1.7,,,,,,3,5,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Halotrichite,Halotrichite,Mineral,,,,,,295,,0.45,,0.36,,,,,,4,5,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Halotrichite,Halotrichite,Mineral,,,,,,295,,0.14,,0.51,,,,,,5,5,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Coquimbite,Coquimbite,Mineral,,,,,,295,,0.11,,0.63,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Coquimbite,Coquimbite,Mineral,,,,,,295,,0.46,,0.38,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Coquimbite,Coquimbite,Mineral,,,,,,295,,0.27,,0.52,,,,,,3,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Voltaite,Voltaite,Mineral,,,,,,295,,1.22,,1.58,,,,,,1,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Voltaite,Voltaite,Mineral,,,,,,295,,1.34,,1.79,,,,,,2,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Voltaite,Voltaite,Mineral,,,,,,295,,0.46,,0.41,,,,,,3,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Voltaite,Voltaite,Mineral,,,,,,295,,0.17,,0.65,,,,,,4,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Jarosite,Jarosite,Mineral,,,,,,295,,0.37,,1.2,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Phosphoferrite,Phosphoferrite,Mineral,,,,,,295,,0.19,,2.45,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Phosphoferrite,Phosphoferrite,Mineral,,,,,,295,,0.19,,1.57,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Vivianite,Vivianite,Mineral,,,,,,295,,1.21,,2.98,,,,,,1,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Vivianite,Vivianite,Mineral,,,,,,295,,1.18,,2.45,,,,,,2,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Vivianite,Vivianite,Mineral,,,,,,295,,0.38,,1.06,,,,,,3,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Vivianite,Vivianite,Mineral,,,,,,295,,0.4,,0.61,,,,,,4,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Lazulite,Lazulite,Mineral,,,,,,295,,1.12,,3.32,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Lazulite,Lazulite,Mineral,,,,,,295,,0.4,,0.47,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Strunzite,Strunzite,Mineral,,,,,,295,,0.38,,1.37,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Strunzite,Strunzite,Mineral,,,,,,295,,0.41,,0.9,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Strunzite,Strunzite,Mineral,,,,,,295,,0.41,,0.36,,,,,,3,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Ferberite,Ferberite,Mineral,,,,,,295,,1.11,,1.49,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Willemite,Willemite,Mineral,,,,,,295,,1.02,,2.92,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Willemite,Willemite,Mineral,,,,,,295,,1.09,,2.57,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Willemite,Willemite,Mineral,,,,,,295,,0.35,,0.34,,,,,,3,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Fayalite,Fayalite,Mineral,M,,,,,295,,1.14,,3.1,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Forsterite,Forsterite,Mineral,M,,,,,295,,1.14,,2.93,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Zircon,Zircon,Mineral,,,,,,295,,0.27,,1.03,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Zircon,Zircon,Mineral,,,,,,295,,0.21,,,,,,51.83,,2,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Almandine,Almandine,Mineral,8,,,,,295,,1.29,,3.53,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Andradite,Andradite,Mineral,M,,,,,295,,0.4,,0.55,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Staurolite,Staurolite,Mineral,Fe1,,,,,295,,0.98,,2.44,,,,,,1,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Staurolite,Staurolite,Mineral,Fe3,,,,,295,,0.98,,2.08,,,,,,2,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Staurolite,Staurolite,Mineral,Fe2,,,,,295,,0.97,,1.55,,,,,,3,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Staurolite,Staurolite,Mineral,Fe,,,,,295,,0.89,,0.93,,,,,,4,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Staurolite,Staurolite,Mineral,M,,,,,295,,1.05,,0.83,,,,,,5,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Staurolite,Staurolite,Mineral,T,,,,,295,,0.11,,0.79,,,,,,6,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chloritoid,Chloritoid,Mineral,M,,,,,295,,0.12,,2.42,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chloritoid,Chloritoid,Mineral,M,,,,,295,,0.29,,0.96,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Pumpellyite,Pumpellyite,Mineral,,,,,,295,,0.42,,1.7,,,,,,1,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Pumpellyite,Pumpellyite,Mineral,,,,,,295,,0.34,,1.14,,,,,,2,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Pumpellyite,Pumpellyite,Mineral,,,,,,295,,1.2,,2.56,,,,,,3,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Pumpellyite,Pumpellyite,Mineral,,,,,,295,,1.09,,3.33,,,,,,4,4,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Epidote,Epidote,Mineral,M,,,,,295,,1.07,,1.62,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Epidote,Epidote,Mineral,M,,,,,295,,0.36,,1.78,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Epidote,Epidote,Mineral,M,,,,,295,,0.33,,0.85,,,,,,3,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Ferroaxinite,Ferroaxinite,Mineral,,,,,,295,,1.3,,2.12,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Ferroaxinite,Ferroaxinite,Mineral,,,,,,295,,0.57,,0.39,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,T,,,,,295,,0.17,,0.51,,,,,,1,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,Y,,,,,295,,0.43,,0.82,,,,,,2,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,ED,,,,,295,,0.77,,1.21,,,,,,3,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,Y,,,,,295,,1.09,,2.47,,,,,,4,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,Y,,,,,295,,1.09,,2.19,,,,,,5,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Schorl (tourmaline),Schorl (tourmaline),Mineral,Y,,,,,295,,1.07,,1.6,,,,,,6,6,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Beryl,Beryl,Mineral,,,,,,295,,1.16,,2.7,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Beryl,Beryl,Mineral,,,,,,295,,0.59,,0.86,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Cordierite,Cordierite,Mineral,,,,,,295,,1.19,,2.3,,,,,,1,1,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Ferrosilite,Ferrosilite,Mineral,M1,,,,,295,,1.18,,2.49,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Ferrosilite,Ferrosilite,Mineral,M2,,,,,295,,1.13,,1.91,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Hedenbergite,Hedenbergite,Mineral,M1,,,,,295,,1.18,,2.21,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Hedenbergite,Hedenbergite,Mineral,M1,,,,,295,,0.34,,0.68,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Diopside,Diopside,Mineral,M1,,,,,295,,1.16,,1.87,,,,,,1,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Diopside,Diopside,Mineral,M2,,,,,295,,1.15,,2.14,,,,,,2,2,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Babingtonite,Babingtonite,Mineral,M,,,,,295,,0.3,,0.77,,,,,,1,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Babingtonite,Babingtonite,Mineral,M,,,,,295,,0.4,,0.84,,,,,,2,3,,,,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
