Sample,Interpretation,Type,Coordination,Class,Formula,Standard,Ox state,Temp [K],HWHM [mm/s],IS [mm/s],IS error [mm/s],QS [mm/s],QS error [mm/s],Qshift [mm/s],Calculated,Bhf [T],Bhf error [T],Site,Nsites,RA [%],Model,SampleID,Title,Author,Date,Publication type,doi,URL
Glauconite,Glauconite,Mineral,M,,,,,295.0,,1.11,,2.71,,,,,,1,3,,,S0103,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Glauconite,Glauconite,Mineral,M,,,,,295.0,,0.33,,0.45,,,,,,2,3,,,S0103,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Glauconite,Glauconite,Mineral,M,,,,,295.0,,0.34,,0.99,,,,,,3,3,,,S0103,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Lizardite,Lizardite,Mineral,M,,,,,295.0,,1.14,,2.7,,,,,,1,3,,,S0104,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Lizardite,Lizardite,Mineral,M,,,,,295.0,,0.4,,0.7,,,,,,2,3,,,S0104,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Lizardite,Lizardite,Mineral,T,,,,,295.0,,0.24,,0.39,,,,,,3,3,,,S0104,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chrysotile,Chrysotile,Mineral,M,,,,,295.0,,1.13,,2.75,,,,,,1,3,,,S0105,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chrysotile,Chrysotile,Mineral,M,,,,,295.0,,0.31,,0.86,,,,,,2,3,,,S0105,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Chrysotile,Chrysotile,Mineral,T,,,,,295.0,,0.18,,0.33,,,,,,3,3,,,S0105,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,M,,,,,295.0,,1.14,,2.12,,,,,,1,6,,,S0106,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,M,,,,,295.0,,0.92,,2.09,,,,,,2,6,,,S0106,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,M,,,,,295.0,,1.09,,1.45,,,,,,3,6,,,S0106,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,,,,,,295.0,,0.19,,1.22,,,,,,4,6,,,S0106,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,,,,,,295.0,,0.55,,1.33,,,,,,5,6,,,S0106,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Feldspar,Feldspar,Mineral,,,,,,295.0,,0.24,,1.19,,,,,,6,6,,,S0106,MÖSSBAUER SPECTROSCOPY OF EARTH AND PLANETARY MATERIALS,"M. Darby Dyar, David G. Agresti, Martha W. Schaefer, Christopher A. Grant, Elizabeth C. Sklute",2006,review,10.1146/annurev.earth.34.031405.125049,
Green Rust II (SO4),Green Rust II (SO4),Mineral,D1,,,,2.0,78.0,0.14,1.27,,2.88,,,,,,1,2,66.0,,S0107,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust II (SO4),Green Rust II (SO4),Mineral,D3,,,,3.0,78.0,0.14,0.47,,0.44,,,,,,2,2,34.0,,S0107,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (CO32-),Green Rust I (CO32-),Mineral,D1,,,,2.0,78.0,0.14,1.27,,2.93,,,,,,1,3,51.0,,S0108,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (CO32-),Green Rust I (CO32-),Mineral,D2,,,,2.0,78.0,0.14,1.28,,2.64,,,,,,2,3,15.0,,S0108,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (CO32-),Green Rust I (CO32-),Mineral,D1,,,,3.0,78.0,0.14,0.47,,0.42,,,,,,3,3,34.0,,S0108,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (Cl),Green Rust I (Cl),Mineral,D1,,,,2.0,78.0,0.14,1.26,,2.8,,,,,,1,3,36.0,,S0109,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (Cl),Green Rust I (Cl),Mineral,D2,,,,2.0,78.0,0.14,1.27,,2.55,,,,,,2,3,37.0,,S0109,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Green Rust I (Cl),Green Rust I (Cl),Mineral,D3,,,,3.0,78.0,0.14,0.48,,0.38,,,,,,3,3,27.0,,S0109,Thermodynamic Equilibria in Aqueous Suspensions of Synthetic and Natural Fe(II)−Fe(III) Green Rusts:  Occurrences of the Mineral in Hydromorphic Soils,Genin et al.,1998,journal,10.1021/es970547m,
Cy 82-14-5,Tet Fe(III),,T,,,,3.0,295.0,0.19,0.14,,0.65,,,,,,1,3,17.0,,S0110,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Cy 82-14-5,Oct Fe(III),,Oct,,,,3.0,295.0,0.255,0.38,,0.54,,,,,,2,3,67.0,,S0110,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Cy 82-14-5,Oct Fe(III),,Oct,,,,3.0,295.0,0.23,0.46,,0.89,,,,,,3,3,16.0,,S0110,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va22.575-577,Tet Fe(III),,T,,,,3.0,295.0,0.2,0.15,,0.66,,,,,,1,3,21.0,,S0111,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va22.575-577,Oct Fe(III),,Oct,,,,3.0,295.0,0.235,0.41,,0.42,,,,,,2,3,61.0,,S0111,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va22.575-577,Oct Fe(III),,Oct,,,,3.0,295.0,0.16,0.45,,0.85,,,,,,3,3,18.0,,S0111,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va22.586-587,Tet Fe(III),,T,,,,3.0,295.0,0.13,0.12,,0.45,,,,,,1,4,13.0,,S0112,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va22.586-587,Oct Fe(III),,Oct,,,,3.0,295.0,0.225,0.41,,0.42,,,,,,2,4,67.0,,S0112,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va22.586-587,Oct Fe(III),,Oct,,,,3.0,295.0,0.155,0.46,,0.85,,,,,,3,4,18.0,,S0112,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va22.586-587,Oct Fe(II),,Oct,,,,2.0,295.0,0.115,1.05,,2.04,,,,,,4,4,2.0,,S0112,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va3.382-389,Tet Fe(III),,T,,,,3.0,295.0,0.23,0.13,,0.88,,,,,,1,4,30.0,,S0113,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va3.382-389,Oct Fe(III),,Oct,,,,3.0,295.0,0.22,0.54,,1.06,,,,,,2,4,31.0,,S0113,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va3.382-389,Oct Fe(II),,Oct,,,,2.0,295.0,0.18,1.13,,2.66,,,,,,3,4,15.0,,S0113,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Va3.382-389,Hematite,,Oct,,,,3.0,295.0,0.18,0.34,,1.0,,,,,,4,4,25.0,,S0113,Controls on tetrahedral Fe(III) abundance in 2:1 phyllosilicates,"Cuadros, J.; Michalski, J.R.; Dyar, M.D.; Dekov, V.",2019,journal,10.2138/am-2019-7036,
Fe2O3-52,,,,,,,,295.0,0.21,0.38,,-0.21,,,,50.5,,1,1,100.0,,S0114,Oxidation of CH4 in excess of O2 using Fe2O3 catalysts,"Marcel Mehne, Alexander Groß, Sven Kureti",2026,journal,10.1016/j.apcata.2026.120983,
Fe2O3-38,,,,,,,,295.0,0.185,0.38,,-0.21,,,,50.9,,1,1,100.0,,S0115,Oxidation of CH4 in excess of O2 using Fe2O3 catalysts,"Marcel Mehne, Alexander Groß, Sven Kureti",2027,journal,10.1016/j.apcata.2026.120984,
Fe2O3-33,,,,,,,,295.0,0.18,0.38,,-0.21,,,,51.1,,1,1,100.0,,S0116,Oxidation of CH4 in excess of O2 using Fe2O3 catalysts,"Marcel Mehne, Alexander Groß, Sven Kureti",2028,journal,10.1016/j.apcata.2026.120985,
Fe2O3-25,,,,,,,,295.0,0.165,0.38,,-0.21,,,,51.3,,1,1,100.0,,S0117,Oxidation of CH4 in excess of O2 using Fe2O3 catalysts,"Marcel Mehne, Alexander Groß, Sven Kureti",2029,journal,10.1016/j.apcata.2026.120986,
Fe2O3-13,,,,,,,,295.0,0.165,0.38,,-0.21,,,,51.5,,1,1,100.0,,S0118,Oxidation of CH4 in excess of O2 using Fe2O3 catalysts,"Marcel Mehne, Alexander Groß, Sven Kureti",2030,journal,10.1016/j.apcata.2026.120987,
Fe2O3-7,,,,,,,,295.0,0.155,0.38,,-0.21,,,,51.7,,1,1,100.0,,S0119,Oxidation of CH4 in excess of O2 using Fe2O3 catalysts,"Marcel Mehne, Alexander Groß, Sven Kureti",2031,journal,10.1016/j.apcata.2026.120988,
Itapke iron ore waste,,,,,,,,298.0,,0.37,,-0.09,,,,51.5,,1,3,92.0,,S0120,"Magnetic Properties Characterization of Waste Iron Ore Using 57fe Mossbauer Spectroscopy Vibrating Sample Magnetometer in Itakpe Area of Kogi State, Nigeria",Muhammed SA and Aliyu S,2024,journal,10.36266/GJMSE/158,
Itapke iron ore waste,,,,,,,,298.0,,0.19,,0.26,,,,37.8,,2,3,2.0,,S0120,"Magnetic Properties Characterization of Waste Iron Ore Using 57fe Mossbauer Spectroscopy Vibrating Sample Magnetometer in Itakpe Area of Kogi State, Nigeria",Muhammed SA and Aliyu S,2025,journal,10.36266/GJMSE/159,
Itapke iron ore waste,,,,,,,,298.0,,0.51,,2.71,,,,,,3,3,6.0,,S0120,"Magnetic Properties Characterization of Waste Iron Ore Using 57fe Mossbauer Spectroscopy Vibrating Sample Magnetometer in Itakpe Area of Kogi State, Nigeria",Muhammed SA and Aliyu S,2026,journal,10.36266/GJMSE/160,
